run time: 89280; warm up: 2
Number of solar panels;0; ; ;2; ; ;4; ;
;S;W;A;S;W;A;S;W;A
Base;239190.79028468998;239190.79028468998;239190.79028468998239190.79028468998;239190.79028468998;239190.79028468998;237176.44008032998;236797.31356710463;236986.87682371732;236057.76224209758;238301.57744169043;237179.669841894
Price driven;225845.79747986622;225845.79747986622;225845.79747986622225845.79747986622;225845.79747986622;225845.79747986622;221738.7277801746;222619.57858264478;222179.1531814097;221524.62235958606;224581.2719885604;223052.94717407323
FCFS;157409.85858498808;157409.85858498808;157409.85858498808157409.85858498808;157409.85858498808;157409.85858498808;186237.93465597104;164331.80133342498;175284.867994698;205767.06706696242;174889.35780246803;190328.21243471524
ELFS;165479.71057550245;165479.71057550245;165479.71057550245165479.71057550245;165479.71057550245;165479.71057550245;189090.61103304182;172750.22748461494;180920.4192588284;209045.629869189;178338.64700346283;193692.1384363259
