run time: 89280; warm up: 2
Number of solar panels;0; ; ;2; ; ;4; ;
;S;W;A;S;W;A;S;W;A
Base;95.88333333333334;95.88333333333334;95.8833333333333495.88333333333334;95.88333333333334;95.88333333333334;91.65;94.53333333333333;93.09166666666667;93.9;93.46666666666667;93.68333333333334
Price driven;90.21666666666667;90.21666666666667;90.2166666666666790.21666666666667;90.21666666666667;90.21666666666667;98.1;99.73333333333333;98.91666666666666;94.45;94.3;94.375
FCFS;300.7;300.7;300.7300.7;300.7;300.7;212.88333333333333;273.81666666666666;243.35;157.38333333333333;246.96666666666667;202.175
ELFS;271.21666666666664;271.21666666666664;271.21666666666664271.21666666666664;271.21666666666664;271.21666666666664;197.43333333333334;253.61666666666667;225.525;150.75;229.73333333333332;190.24166666666667
