location: 0
0; 0
13.792177249277705; 6
13.792177249277705; 0
16.77289787246291; 6
51.79128123391127; 12
54.799387529083674; 18
56.15681548141768; 24
57.94217145115665; 30
60; 36
87.7236814720408; 42
114.79938752908367; 48
114.79938752908367; 42
180; 48
222.98634500562721; 42
231.79128123391126; 36
235.44438298455367; 30
381.6381610437743; 24
535.219339346889; 18
617.2975359784363; 12
627.9421714511567; 6
656.1568154814177; 0
756.4828102089039; 6
760.059341578686; 12
769.5979105659267; 18
772.215332532037; 24
781.38493635771; 30
785.5922856263685; 36
789.6585555471636; 42
801.6571952015657; 48
802.8528825337427; 54
805.423211722662; 60
806.4828102089039; 66
806.4828102089039; 60
810.0601208399704; 66
810.5991198621343; 72
811.7383499469289; 78
812.6406665393918; 84
812.7175003273645; 90
815.0036306326809; 96
818.7205255079916; 102
822.3945004667466; 108
822.8528825337427; 114
822.8528825337427; 108
823.1957633843951; 114
832.1983595530864; 120
832.1983595530864; 114
841.2844056521135; 120
841.8773481919991; 126
841.8773481919991; 132
841.8773481919991; 126
845.2594896725237; 132
848.8421218816947; 138
849.022353176095; 144
849.6368438922666; 150
849.6368438922666; 144
851.3124714266144; 138
855.5922856263685; 144
858.4221575507469; 150
859.4622740809007; 156
860.241695424843; 162
860.241695424843; 156
865.423211722662; 162
865.423211722662; 156
867.9699911873893; 162
870.1617240250855; 168
874.2507673766482; 174
874.2507673766482; 168
874.4552502778054; 174
874.4552502778054; 168
875.5871974424396; 174
875.5871974424396; 168
886.2309155247091; 174
889.9772197665902; 180
890.071331024016; 186
891.2914861295897; 192
891.7383499469289; 198
891.7383499469289; 192
893.6216077288567; 198
895.6546543050174; 204
899.5203011630967; 210
900.6342723323086; 216
900.6342723323086; 210
902.9228872794687; 216
902.9228872794687; 210
903.4946168285155; 216
907.1908338661469; 222
907.5869103946872; 228
908.0499035576047; 222
910.2152199525863; 216
911.2844056521135; 210
913.5048923545003; 216
913.5048923545003; 210
919.4138223525205; 216
919.4138223525205; 210
920.8984403202804; 216
922.6406665393918; 222
922.6406665393918; 216
924.204770652339; 222
927.1122705658582; 228
928.8421218816947; 222
929.4622740809007; 216
931.9906152378802; 222
934.6166257289022; 228
934.6166257289022; 222
935.9554950014897; 228
936.0832329995677; 234
940.7723113734929; 228
941.0895488255065; 222
941.1166854559534; 216
942.9057422406694; 222
945.0181552296742; 216
952.3185190647786; 222
953.9259370739916; 228
960; 234
961.2914861295897; 228
962.3270549409128; 234
962.6162499538631; 240
964.9736845055633; 246
969.828461599678; 252
973.6966745380109; 246
978.6612255336963; 252
979.9772197665902; 258
979.9772197665902; 252
980.5991198621343; 246
981.6571952015657; 240
982.7261201693829; 246
986.5057115393976; 252
987.1122705658582; 258
988.6612255336963; 264
988.6612255336963; 258
989.0809170290379; 252
992.9412576150514; 258
996.5524145837687; 252
997.1908338661469; 246
998.4264377625653; 252
998.4264377625653; 246
998.9963013701965; 252
999.0861487386417; 246
1004.7114589980112; 252
1005.6753606195596; 258
1013.4098782532391; 264
1013.4098782532391; 258
1018.8681056300388; 252
1020; 258
1020.0601208399704; 252
1020.5128758682772; 246
1024.2574876881786; 252
1024.4653223990151; 258
1025.9554950014897; 252
1026.7004074748857; 246
1029.189946492299; 252
1029.5136300139004; 258
1033.400927631283; 252
1034.455315960321; 258
1034.6682481842818; 264
1034.6682481842818; 258
1037.1869135287416; 264
1037.1869135287416; 258
1038.7602329024028; 264
1038.833893617924; 270
1039.0250154966184; 276
1039.189946492299; 282
1041.649227819822; 288
1042.6744825791993; 294
1042.6744825791993; 288
1045.091627555836; 294
1047.5836548160244; 300
1047.831465822733; 294
1047.9302526562672; 288
1051.7034575617477; 294
1051.7034575617477; 288
1052.28731661035; 282
1053.4869214724963; 288
1054.5002510798727; 294
1054.679502082504; 300
1056.3105813244947; 306
1056.3105813244947; 300
1056.5057115393975; 306
1056.5057115393975; 300
1058.9492981959304; 294
1061.1259971083296; 300
1063.7022720813047; 306
1063.7022720813047; 300
1065.1306934617162; 306
1067.7538326915314; 300
1069.0223531760948; 294
1071.8708327697632; 300
1073.2313685961726; 306
1073.772822812744; 312
1074.455315960321; 306
1078.023030225473; 312
1078.7602329024028; 318
1078.7602329024028; 312
1080.9368078645064; 306
1081.7407569004883; 312
1084.9258633134496; 318
1085.4560522089516; 324
1085.9291618527352; 318
1087.3183465925788; 324
1089.0250154966184; 318
1089.6535892662716; 324
1089.6535892662716; 318
1092.021065878711; 324
1092.342524780058; 330
1093.3956690347065; 336
1093.3956690347065; 330
1094.3414746730095; 324
1094.9231408607725; 330
1095.2609104443652; 336
1096.3327864560993; 342
1096.3327864560993; 348
1096.3327864560993; 342
1097.177791387085; 348
1098.1477806006578; 354
1100.4632242653224; 360
1100.4632242653224; 354
1100.529613509875; 348
1104.4485065242068; 354
1104.9258633134496; 348
1105.2694270710056; 354
1106.6182866408158; 360
1106.8594971125094; 354
1108.4710761914325; 360
1110.6425937518738; 366
1110.8158520790703; 372
1111.2307192384326; 378
1111.8708327697632; 384
1113.1246007976638; 390
1113.2513876737778; 396
1113.3248780057563; 390
1115.385564012919; 396
1116.1820355741997; 402
1117.0954693393546; 396
1118.0077924096495; 402
1118.0077924096495; 396
1120.2077779748042; 402
1120.8984403202803; 408
1120.9730573157792; 402
1122.366559213308; 408
1122.528322162026; 414
1122.528322162026; 408
1124.2627651733014; 402
1124.916248435203; 408
1124.916248435203; 402
1127.6780755703685; 408
1127.742322980009; 414
1128.1359316169116; 420
1129.267753117694; 426
1129.267753117694; 420
1130.121379854543; 426
