average_delay.csv
run time: 2880, warm up: 0
Number of \\ solar panels&0& & &2& & &4& & \\ \hline 
 & S & W & A & S & W & A & S & W & A \\ \hline 
Base&0.0&0.0&0.0&0.0&0.0&0.0&0.0&0.0&0.0 \\ 
Price driven&0.0&0.0&0.0&0.0&0.0&0.0&0.0&0.0&0.0 \\ 
FCFS&97.0&97.0&97.0&54.33&76.87&65.6&58.85&67.78&63.32 \\ 
ELFS&86.79&86.79&86.79&20.04&73.03&46.54&42.0&70.93&56.46 \\ 
